match_id,fecha,jornada,competicion,equipo_local,equipo_visitante,resultado,goles_local,goles_visitante,estadio,arbitro,manager_local,manager_visitante,res_local,res_visitante,titulares_local_ids,suplentes_local_ids,titulares_visitante_ids,suplentes_visitante_ids,goleadores_local_ids,goles_local_count,goleadores_visitante_ids,goles_visitante_count,cantidad_tarjetas_amarillas_local,id_jugadores_local_amarilla,cantidad_tarjetas_amarillas_visita,id_jugadores_visitante_amarilla,cantidad_tarjetas_rojas_local,id_jugadores_local_roja,cantidad_tarjetas_rojas_visita,id_jugadores_visitante_roja,Cuota 1,Cuota X,Cuota 2
30901,2022-09-10,Round 5,First Division,Rayo Vallecano,Valencia,2-1,2,1,Estadio de Vallecas  (Madrid),Gil Manzano,Iraola,Gattuso,2,1,"402399,3793,22401,13748,28183,21187,21514,2121,21120,402020,21812","202401,84014,21649,13729,26734,20945,20687,1914,20188,95465,17562,22568","12935,22681,28075,15211,301280,23912,26778,23542,24700,25825,18155","302283,23702,22451,78945,13277,15258,13178,24466,24581,43144,26925,29636",21120,1.0,28075,1.0,5.0,"402399,3793,21187,2121,21120",2.0,"22681,26778",0.0,0,0.0,0,2.72,3.02,2.83
30902,2022-09-10,Round 5,First Division,Espanyol,Sevilla,2-3,2,3,RCDE Stadium  (Cornella de Llobregat),Cuadra Fernández,Diego Martínez,Lopetegui,2,3,"21334,23525,300366,12498,21032,30024,28184,15228,23319,82667,9301","27951,43113,25298,23627,106528,21352,26538,24459,26712,28136,82651","101861,27655,78077,29773,29160,301804,19973,300520,84013,97738,20092","27076,1251,95741,25763,8548,26241,404684,19975,91024,23132,78946,12372","9301,82667",2.0,"97738,27655,27655",3.0,3.0,"23525,30024,9301",4.0,"29160,84013,97738,20092",0.0,0,1.0,97738,2.55,3.16,2.9
30903,2022-09-10,Round 5,First Division,Cádiz,Barcelona,0-4,0,4,Estadio Nuevo Mirandilla  (Cádiz),Del Cerro Grande,Sergio,Xavi,0,4,"28767,201044,22631,200433,23739,102234,22082,8567,46767,7569,12511","12945,20004,301125,29214,4027,400345,401449,12944,6253,23943,301762,101852","93292,11288,21908,944,20068,11269,78218,6857,70294,23403,25004","12428,25651,93207,84451,23758,84324,22923,9333,84094,82206,304055,24589",0,0.0,"78218,93439,93207,23758,84451",5.0,0.0,0,3.0,"944,6857,70294",0.0,0,0.0,0,9.01,5.24,1.34
30907,2022-09-10,Round 5,First Division,Atlético de Madrid,Celta de Vigo,4-1,4,1,Estádio Cívitas Metropolitano  (Madrid),Hernández Hernández,Simeone,Coudet,4,1,"19830,29588,70839,20150,20525,18142,82564,82276,18027,20017,8571","101062,12503,20299,12581,20535,13285,27643,29006,22037,40607","25572,12600,25612,22336,20173,20079,29002,78168,23230,6326,28810","12214,26424,27601,102347,100426,43007,20977,43011,20482,45101","20017,18142,82276",3.0,26424,1.0,2.0,"20150,12503",3.0,"22336,6326,26424",0.0,0,0.0,0,1.83,3.4,4.79
30904,2022-09-11,Round 5,First Division,Real Madrid,Mallorca,4-1,4,1,Estadio Santiago Bernabéu  (Madrid),Figueroa Vázquez,Ancelotti,Aguirre,4,1,"13727,101266,93402,93161,28266,22396,15261,92802,25618,20660,95685","200113,101005,22869,18002,16806,20659,19004,28344,301239,26682","25705,301806,20741,401446,95720,12615,13763,70347,100293,23558,28512","82249,23373,20889,8533,301113,5533,13279,24644,13266,23151,23528,29575","22396,20660,25618,93402",4.0,28512,1.0,3.0,"93161,28266,22396",5.0,"301806,20741,401446,95720,20889",0.0,0,0.0,0,1.3,5.63,9.86
30905,2022-09-11,Round 5,First Division,Getafe,Real Sociedad,2-1,2,1,Coliseum Alfonso Pérez  (Getafe),Pulido Santana,Quique,Imanol,2,1,"402491,13741,41998,29122,15246,45278,22699,23198,20254,22115,20260","21199,300527,22333,16773,101289,21608,82469,4123,304045,28999,1014877","201983,22472,22240,23755,22578,43069,22483,19027,26515,27094,28332","22358,21041,537,206629,28737,22429,22314,26732,12582,202438,15074,201955","20260,23198",2.0,21041,1.0,4.0,"13741,29122,23198,21199",1.0,22358,0.0,0,0.0,0,4.25,3.12,2.01
30906,2022-09-11,Round 5,First Division,Elche,Athletic Club,1-4,1,4,Estadio Manuel Martínez Valero  (Elche),Melero López,Francisco,Valverde,1,4,"300473,23015,301062,18171,46978,25422,25227,16308,101267,301250,27250","110148,402377,27077,19003,12544,97478,18038,20249,29916,23370,300529,301796","22117,9277,22519,201038,202398,12441,20793,300444,43075,19025,202397","16832,2294,20178,20792,20797,20795,22447,20796,201266,26897,22162",27077,1.0,"20793,43075,19025",3.0,3.0,"301062,18171,101267",0.0,0,0.0,0,0.0,0,4.381568627450979,3.774585253456221,3.0643333333333334
30908,2022-09-11,Round 5,First Division,Betis,Villarreal,1-0,1,0,Estadio Benito Villamarín  (Sevilla),De Burgos Bengoetxea,Pellegrini,Emery,1,0,"70320,82702,27431,20033,301828,27658,70061,30140,303958,8496,102337","23106,15205,4149,23105,1288,24095,21125,22843,442,21475,300052","18174,6268,23355,2290,23095,28150,6164,91017,15097,8675,15094","95573,15239,24868,304049,301763,24508,82607,18392,43154,23365",303958,1.0,0,0.0,1.0,4149,1.0,15094,0.0,0,0.0,0,2.93,3.34,2.41
30909,2022-09-12,Round 5,First Division,Almería,Osasuna,0-1,0,1,Power Horse Stadium – Estadio de los Juegos Mediterráneos  (Almería),Iglesias Villanueva,Rubi,Arrasate,0,1,"400349,20084,22194,85055,20049,27821,19074,201285,26997,15237,70364","12415,30012,27764,40009,1069089,22608,46049,29394,27659,7502,32898,47373","201971,302292,201317,201018,86177,8752,8678,20098,21481,301767,27214","43090,19024,22606,26976,9395,20120,22773,201045,100312,300174",0,0.0,21481,1.0,0.0,0,2.0,"201018,8678",0.0,0,0.0,0,2.97,3.13,2.52
30916,2022-09-16,Round 6,First Division,Valladolid,Cádiz,0-1,0,1,Estadio Municipal José Zorrilla  (Valladolid),Sánchez Martínez,Pacheta,Sergio,0,1,"4062,13192,402016,22258,21222,101009,24419,22619,200585,25806,28787","82903,401040,202424,401141,12518,21024,300581,25057,300050,24297,29328,9392","28767,401449,23943,200433,23739,102234,22082,8567,46767,7569,12511","201044,20004,4027,400345,301125,12944,22631,29214,6288,101852,6253,23598",0,0.0,4027,1.0,1.0,22619,4.0,"23739,102234,201044,400345",0.0,0,0.0,0,2.02,3.32,3.93
30910,2022-09-17,Round 6,First Division,Athletic Club,Rayo Vallecano,3-2,3,2,San Mamés  (Bilbao),Mateu Lahoz,Valverde,Iraola,3,2,"22117,9277,202395,201038,202398,12441,20793,300444,43075,19025,202397","9438,20792,2294,20796,20797,20178,20795,201266,22162,22447","402399,3793,22401,13748,28183,21187,21514,2121,21120,402020,21812","17562,95465,26734,202401,13729,84014,13378,22568,20188,1914,576,21649","202397,20793,43075",3.0,"2121,13729",2.0,1.0,300444,2.0,"21514,26734",0.0,0,0.0,0,1.61,3.77,6.11
30912,2022-09-17,Round 6,First Division,Barcelona,Elche,3-0,3,0,Spotify Camp Nou  (Barcelona),Muñiz Ruiz,Xavi,Francisco,3,0,"93292,84324,304055,21908,20068,25651,78218,82206,84451,25004,93207","11288,11269,23403,23758,70294,12428,944,6857,24589,9333,84094,22923","300473,29916,8650,301062,301796,110148,19003,16308,12544,23370,27250","402078,25227,46978,27077,402377,18038,18171,13295,20249,25422,97478,300529","93207,25004,93207",3.0,0,0.0,2.0,"82206,23403",2.0,"12544,46978",0.0,0,1.0,8650,1.07,12.25,27.5
30914,2022-09-17,Round 6,First Division,Valencia,Celta de Vigo,3-0,3,0,Estadio de Mestalla  (Valencia),González Fuertes,Gattuso,Coudet,3,0,"12935,22681,13277,28075,301280,26746,23702,23542,25825,18155,97175","302283,15211,78945,23912,22451,29636,13178,24466,15258,24700,26925,24581","25572,12600,25612,22336,20173,20079,25297,29002,78168,6326,28810","26424,23230,20482,102347,100426,12214,43007,45101,20977","18155,22451,23702",3.0,0,0.0,3.0,"23542,25825,18155",2.0,"20079,26424",0.0,0,1.0,29002,2.29,3.1,3.41
30919,2022-09-17,Round 6,First Division,Mallorca,Almería,1-0,1,0,Visit Mallorca Estadi  (Palma de Mallorca),Martínez Munuera,Aguirre,Rubi,1,0,"25705,301806,24644,20741,401446,12615,20889,13763,82249,23558,28512","23373,301113,100293,5533,23528,13279,24649,29575,8533,23151,13266","400349,20084,22608,22194,85055,20049,27821,19074,30012,26997,27764","15237,40009,12415,202422,70364,32898,47373,46049,29394,201285,1069089,7502",301806,1.0,0,0.0,3.0,"12615,13763,23558",6.0,"22608,85055,19074,26997,40009,70364",0.0,0,0.0,0,1.95,3.23,4.41
30911,2022-09-18,Round 6,First Division,Atlético de Madrid,Real Madrid,1-2,1,2,Estádio Cívitas Metropolitano  (Madrid),Munuera Montero,Simeone,Ancelotti,1,2,"18149,70839,29006,20525,22037,18142,82276,12503,18027,20535,12581","101062,20017,20150,8571,20299,19830,29588,13285,27643","13727,101005,20583,93161,28266,28344,22396,92802,18002,25618,20660","93402,22869,16806,15261,202439,95685,19004,20659,301239,200113,26682",20150,1.0,"25618,22396",2.0,3.0,"20525,12503,20150",2.0,"101005,28266",1.0,20150,0.0,0,3.15,3.25,2.35
30913,2022-09-18,Round 6,First Division,Betis,Girona,2-1,2,1,Estadio Benito Villamarín  (Sevilla),Ortiz Arias,Pellegrini,Míchel,2,1,"70320,300052,27431,20033,301828,27658,70061,30140,303958,8496,102337","23106,23105,22843,15205,1288,4149,442,21475,21125,24095","101023,15099,24523,9371,6287,304051,27971,302245,300056,23741,1010860","21033,19835,41632,200119,24250,26769,95715,12965,20948,24664","102337,102337",2.0,15099,1.0,0.0,0,3.0,"6287,304051,300056",0.0,0,0.0,0,1.7,3.72,5.18
30915,2022-09-18,Round 6,First Division,Osasuna,Getafe,0-2,0,2,Estadio El Sadar  (Pamplona (Iruñea),Díaz de Mera,Arrasate,Quique,0,2,"201971,302292,201317,201018,86177,8752,8678,20098,21481,301767,27214","22773,18046,22606,26976,9395,43090,20120,19024,201045,300174","402491,13741,41998,29122,15246,21199,23198,84474,20254,22115,20260","1014877,22127,22333,101289,16773,82469,300527,4123,21608,304045,22699,45278",0,0.0,"21199,41998",2.0,7.0,"302292,201018,20098,301767,27214,18046,22606",2.0,"29122,22127",1.0,21481,1.0,22127,1.69,3.39,6.16
30917,2022-09-18,Round 6,First Division,Real Sociedad,Espanyol,2-1,2,1,Reale Arena  (Donostia-San Sebastián),Del Cerro Grande,Imanol,Diego Martínez,2,1,"201983,22358,202438,23755,22578,22483,19027,21041,537,26515,28332","28737,22240,43069,26732,206629,301310,12582,22429,27698,22314,22472,15074","21334,43113,21352,300366,12498,21032,30024,28184,15228,82667,9301","12532,23319,25298,24459,26712,106528,26538,23627,82651","28332,21041",2.0,28184,1.0,3.0,"202438,21041,28332",0.0,0,0.0,0,0.0,0,1.71,3.65,5.24
30918,2022-09-18,Round 6,First Division,Villarreal,Sevilla,1-1,1,1,Estadio Ciudad de Valencia  (Valencia),Hernández Hernández,Emery,Lopetegui,1,1,"18174,6268,23355,2290,23095,28150,95573,6164,91017,15097,24868","79079,304049,15239,15094,301763,18392,24508,23365,82607,43154","101861,27655,1251,78077,29773,29160,301804,19973,300520,84013,23132","20128,27076,19975,25763,97612,404684,91024,78946,8548,12372,20092,95741",304049,1.0,19973,1.0,1.0,304049,5.0,"101861,27655,78077,29160,27076",0.0,0,0.0,0,1.74,3.63,4.93
30929,2022-09-30,Round 7,First Division,Athletic Club,Almería,4-0,4,0,San Mamés  (Bilbao),Pulido Santana,Valverde,Rubi,4,0,"22117,9277,202395,201038,202398,12441,20793,300444,43075,19025,202397","20796,20797,9438,22162,16832,20178,20792,20795,8502,201266,2294,26897","400349,29394,32898,22194,85055,20049,27821,19074,12415,30012,26997","101283,40009,201285,70364,15237,23442,47373,7502,27764,46049,202079","202397,20793,43075,16832",4.0,0,0.0,1.0,202395,3.0,"32898,19074,40009",0.0,0,0.0,0,1.38,4.93,8.31
30920,2022-10-01,Round 7,First Division,Getafe,Valladolid,2-3,2,3,Coliseum Alfonso Pérez  (Getafe),Muñiz Ruiz,Quique,Pacheta,2,3,"402491,13741,41998,29122,19021,21199,22699,23198,84474,22115,20260","22333,304045,16773,15246,82469,21608,45278,28999,4123,29635,101289","300050,13192,402016,22258,9392,101009,24419,24297,200585,25806,12518","29328,82903,300581,28787,401040,40159,202424,21222,22619,200646","22115,13741",2.0,"12518,12518,101009",3.0,2.0,"402491,19021",5.0,"300050,402016,24419,24297,22619",0.0,0,0.0,0,2.39,3.04,3.3
30921,2022-10-01,Round 7,First Division,Cádiz,Villarreal,0-0,0,0,Estadio Nuevo Mirandilla  (Cádiz),Iglesias Villanueva,Sergio,Emery,0,0,"28767,401449,23943,200433,23739,102234,22082,301125,20004,7569,4027","400345,201044,12511,8567,8750,29214,301762,12944,101852,6288,46767,23598","18174,6268,23355,2290,23095,304049,28150,95573,6164,91017,15097","79079,301763,24868,15094,23365,82607,15239,43154,24508",0,0.0,0,0.0,2.0,"22082,301125",3.0,"18174,304049,95573",1.0,401449,0.0,0,5.02,3.74,1.72
30924,2022-10-01,Round 7,First Division,Sevilla,Atlético de Madrid,0-2,0,2,Sánchez-Pizjuán (Sevilla),De Burgos Bengoetxea,Lopetegui,Simeone,0,2,"101861,27655,78077,29773,25763,95741,19973,300520,26241,97738,78946","27076,20092,1251,8548,97612,19975,404684,20128,23132,12372,91024,301804","18149,29588,70839,15204,95524,20525,22037,12503,101062,20299,8571","20535,82276,18027,12581,20017,13285,12819,19830,27643,43221,205394",0,0.0,"22037,8571",2.0,3.0,"78077,300520,26241",2.0,"70839,20535",0.0,0,0.0,0,3.28,3.1,2.37
30925,2022-10-01,Round 7,First Division,Mallorca,Barcelona,0-1,0,1,Visit Mallorca Estadi  (Palma de Mallorca),Gil Manzano,Aguirre,Xavi,0,1,"25705,301806,24644,20741,401446,12615,20889,23373,13763,23558,28512","29575,8533,100293,95720,82249,5533,70347,13279,23151,301113,20066,23528","93292,84094,944,20068,9333,11269,82206,6857,23758,84451,93207","300367,25651,23403,70294,22923,12428,24589,201571,304055,43083",0,0.0,93207,1.0,2.0,"20741,12615",4.0,"84094,944,82206,6857",0.0,0,0.0,0,9.34,5.02,1.35
30922,2022-10-02,Round 7,First Division,Espanyol,Valencia,2-2,2,2,RCDE Stadium  (Cornella de Llobregat),Pizarro Gómez,Diego Martínez,Gattuso,2,2,"21334,21352,300366,12498,21032,30024,28184,15228,23319,82667,9301","23627,106528,28136,24459,12532,25298,110613,82651,43113,26538","12935,22681,28075,15211,301280,26746,23702,23542,25825,18155,97175","13277,78945,23912,24700,22451,100145,302283,15258,13178,26925,24581,29636","9301,15228",2.0,"15211,13277",2.0,2.0,"21032,15228",1.0,28075,1.0,82667,1.0,22451,2.83,3.21,2.58
30923,2022-10-02,Round 7,First Division,Girona,Real Sociedad,3-5,3,5,Estadi Municipal de Montilivi  (Girona),Melero López,Míchel,Imanol,3,5,"101023,15099,24523,9371,6287,304051,302245,300056,24250,23741,1010860","20948,19835,12962,22846,12663,21033,26769,15143,24664,41632,95715,20955","201983,22358,202438,23755,22578,22483,19027,21041,537,26515,28332","22429,22472,43069,26732,402482,15074,12582,301310,206629,201955,22314","23741,15099,1010860",3.0,"28332,28332,21041,22483,26515",5.0,3.0,"304051,300056,1010860",1.0,19027,0.0,0,0.0,0,3.32,3.15,2.31
30926,2022-10-02,Round 7,First Division,Celta de Vigo,Betis,1-0,1,0,Abanca-Balaídos  (Vigo),Soto Grado,Coudet,Pellegrini,1,0,"25572,12600,25612,22336,20173,26424,20079,25297,12214,23230,28810","20977,78168,20482,6326,70504,102347,100426,102936,43007,45101","70320,300052,27431,23105,301828,22843,70061,30140,303958,8496,102337","23106,20033,1288,82254,15205,442,27658,12480,20285,4149,24095,21475",26424,1.0,0,0.0,4.0,"20173,26424,28810,20977",4.0,"8496,20033,82254,23675",0.0,0,1.0,27431,2.42,3.21,3.07
30928,2022-10-02,Round 7,First Division,Real Madrid,Osasuna,1-1,1,1,Estadio Santiago Bernabéu  (Madrid),Cuadra Fernández,Ancelotti,Arrasate,1,1,"20659,101005,93402,93161,28266,28344,15261,92802,25618,20660,12426","301239,20583,16806,22869,22396,200113,27989,19004,41233,202439,95685","201971,302292,201317,201018,86177,22606,8752,8678,20098,26976,9395","100312,23928,22773,27214,18046,201045,20120,43090,300174,301767,19024",20660,1.0,9395,1.0,1.0,15261,2.0,"26976,9395",0.0,0,1.0,201018,1.36,5.23,8.06
30927,2022-10-03,Round 7,First Division,Rayo Vallecano,Elche,2-1,2,1,Estadio de Vallecas  (Madrid),Figueroa Vázquez,Iraola,Francisco,2,1,"402399,3793,22401,13748,28183,21187,21514,2121,21120,402020,21812","84014,401011,26734,202401,13729,95465,1914,576,20188,17562,20945,21649","300473,23015,29916,402078,18038,301796,25227,19003,16308,27250,300529","18171,301250,27077,23370,46978,20249,110148,25422,402377,13295","21812,202401",2.0,27250,1.0,1.0,2121,8.0,"300473,23015,402078,301796,25227,27250,27077,23370",0.0,0,0.0,0,1.55,4.08,6.26
30935,2022-10-07,Round 8,First Division,Osasuna,Valencia,1-2,1,2,Estadio El Sadar  (Pamplona (Iruñea),Ortiz Arias,Arrasate,Gattuso,1,2,"201971,302292,201317,100312,86177,23928,22606,8752,8678,26976,9395","22773,18046,21481,301767,20098,201045,22669,19024,20120,43090,27214,300174","12935,22681,13277,28075,301280,26746,23702,23542,25825,78945,97175","15211,26778,302283,24700,15258,24581,29636,43144,13178,26925,100145",20098,1.0,"78945,28075",2.0,3.0,"201971,8752,20098",5.0,"13277,28075,26746,23542,26778",2.0,"201317,18046",1.0,28075,2.53,3.2,2.91
30930,2022-10-08,Round 8,First Division,Atlético de Madrid,Girona,2-1,2,1,Estádio Cívitas Metropolitano  (Madrid),Martínez Munuera,Simeone,Míchel,2,1,"18149,29588,70839,15204,95524,20525,82276,12503,20299,20017,12581","18027,101062,82564,20535,8571,13196,13285,18142,20150,19830","101023,15099,24523,6287,304051,24664,22846,302245,300056,23741,1010860","15143,19835,20948,12663,21033,95715,26769,41632,9371,12962,24250,20955","20017,20017",2.0,23741,1.0,3.0,"15204,95524,20299",1.0,24664,0.0,0,0.0,0,1.41,4.56,8.29
30933,2022-10-08,Round 8,First Division,Getafe,Real Madrid,0-1,0,1,Coliseum Alfonso Pérez  (Getafe),Mateu Lahoz,Quique,Ancelotti,0,1,"402491,13741,29122,19021,15246,45278,22699,23198,22127,22115,20260","82469,300527,22333,304045,16773,21199,4123,29635,21608,41998,101289","20659,101005,20583,93402,93161,22869,28344,22396,18002,25618,20660","200113,16806,301239,28266,101266,202439,95685,26682,27989,92802,19004",0,0.0,20583,1.0,0.0,0,0.0,0,0.0,0,0.0,0,7.12,4.39,1.46
30937,2022-10-08,Round 8,First Division,Almería,Rayo Vallecano,3-1,3,1,Power Horse Stadium – Estadio de los Juegos Mediterráneos  (Almería),González Fuertes,Rubi,Iraola,3,1,"400349,29394,22194,85055,20049,19074,202422,202079,15237,101283,27764","32898,20084,201285,27821,26997,70364,40009,7502,47373,46049,12415,30012","576,3793,22401,13748,28183,26734,202401,2121,21120,401011,21812","21514,95465,13729,21649,21187,20188,17562,84014,22568,20945,1914,402399","19074,22194,27764",3.0,22401,1.0,3.0,"15237,27821,26997",2.0,"401011,21514",1.0,15237,0.0,0,3.13,3.22,2.38
30938,2022-10-08,Round 8,First Division,Sevilla,Athletic Club,1-1,1,1,Sánchez-Pizjuán (Sevilla),Gil Manzano,Sampaoli,Valverde,1,1,"20128,404684,78077,25763,29165,27076,301804,19973,300520,97612,78946","26241,27655,97738,29160,20092,91024,29773,8548,19975,23132,101861,1251","22117,9277,202395,201038,202398,12441,20793,300444,43075,19025,202397","16832,9438,2294,20792,20796,20795,26897,20797,8502,20178,22162,201266",19973,1.0,16832,1.0,4.0,"27076,300520,27655,29160",0.0,0,0.0,0,1.0,9438,2.0988405797101444,3.774585253456221,3.0643333333333334
30931,2022-10-09,Round 8,First Division,Barcelona,Celta de Vigo,1-0,1,0,Spotify Camp Nou  (Barcelona),Munuera Montero,Xavi,Coudet,1,0,"93292,12428,944,20068,9333,11269,25651,6857,70294,23403,93207","304055,300367,78218,23758,84451,22923,24589,15107,43083,201571","25572,12600,25612,22336,20173,26424,20079,25297,29002,6326,28810","20977,70504,12214,23230,43007,102347,45101,100426,78168,20482",25651,1.0,0,0.0,2.0,"9333,6857",4.0,"25572,25612,22336,25297",0.0,0,0.0,0,1.29,5.85,9.72
30934,2022-10-09,Round 8,First Division,Cádiz,Espanyol,2-2,2,2,Estadio Nuevo Mirandilla  (Cádiz),Hernández Hernández,Sergio,Diego Martínez,2,2,"28767,201044,23943,200433,23739,102234,22082,301125,20004,7569,4027","400345,46767,8567,12511,8750,6288,6253,12944,301762,101852,23598,29214","82651,21352,300366,12498,21032,23627,30024,28184,15228,12532,9301","22175,28136,23525,24459,23319,26538,43113,25298,21334,106528","23943,12511",2.0,"9301,9301",2.0,4.0,"201044,23943,102234,46767",4.0,"23627,12532,23525,24459",0.0,0,0.0,0,4.334285714285714,3.774585253456221,5.158857142857144
30936,2022-10-09,Round 8,First Division,Real Sociedad,Villarreal,1-0,1,0,Reale Arena  (Donostia-San Sebastián),Soto Grado,Imanol,Emery,1,0,"201983,22472,202438,23755,22578,22483,19027,21041,537,26515,28332","22404,402482,43069,26732,28737,12582,22240,301310,22314,22429,206629,15074","18174,6268,23355,2290,23095,28150,95573,6164,91017,79079,15094","82607,304049,24868,301763,15097,1504,15239,23365,24508,43154,7010",21041,1.0,0,0.0,5.0,"22472,202438,21041,537,402482",3.0,"23355,2290,28150",0.0,0,0.0,0,2.61,3.31,2.72
30939,2022-10-09,Round 8,First Division,Valladolid,Betis,0-0,0,0,Estadio Municipal José Zorrilla  (Valladolid),Del Cerro Grande,Pacheta,Pellegrini,0,0,"300050,13192,402016,22258,9392,101009,24419,24297,200585,401040,12518","300581,22619,202424,28787,401141,200847,40159,82903,200646,21222","70320,300052,20033,12480,301828,27658,70061,30140,303958,8496,102337","82702,23105,15205,23106,24095,1288,22614,22843,21475,442,4149,20285",0,0.0,0,0.0,1.0,9392,1.0,70061,0.0,0,1.0,20033,2.98,3.42,2.35
30932,2022-10-10,Round 8,First Division,Elche,Mallorca,1-1,1,1,Estadio Manuel Martínez Valero  (Elche),Pizarro Gómez,Alberto,Aguirre,1,1,"300473,29916,8650,301062,301796,19003,402377,16308,101267,27077,300529","301250,46978,23015,25227,27250,402078,18038,25422,110148,23370,13295,20249","25705,301806,24644,20741,401446,29575,20889,23373,13763,23558,28512","5533,70347,82249,100293,20066,23151,95720,23528,11677,8533,13279,301113",27077,1.0,28512,1.0,4.0,"29916,301062,101267,27077",5.0,"25705,401446,70347,82249,13279",1.0,27250,1.0,28512,2.93,3.0,2.61
30946,2022-10-14,Round 9,First Division,Rayo Vallecano,Getafe,0-0,0,0,Estadio de Vallecas  (Madrid),Melero López,Iraola,Quique,0,0,"402399,3793,22401,13748,28183,21187,21514,2121,21120,402020,21812","95465,20945,84014,202401,13729,1914,26734,20188,401011,17562,22568,576","402491,13741,29122,19021,15246,45278,23198,20254,22127,22115,20260","22699,21199,101289,300527,4123,21608,22333,29635,304045,82469,41998",0,0.0,0,0.0,2.0,"22401,95465",3.0,"15246,45278,22699",0.0,0,0.0,0,1.94,3.22,4.5
30940,2022-10-15,Round 9,First Division,Athletic Club,Atlético de Madrid,0-1,0,1,San Mamés  (Bilbao),Figueroa Vázquez,Valverde,Simeone,0,1,"22117,9277,202395,201038,202398,12441,20793,16832,43075,19025,202397","22519,300444,20797,2294,22162,20792,26897,201266,20796,20795,20178,8502","18149,29588,15204,95524,20525,18142,82564,12503,18027,12581,8571","19830,70839,20535,20017,101062,82276,20299,205394,20150",0,0.0,12581,1.0,0.0,0,6.0,"18149,15204,8571,19830,70839,101062",0.0,0,0.0,0,2.36,3.17,3.24
30942,2022-10-15,Round 9,First Division,Mallorca,Sevilla,0-1,0,1,Visit Mallorca Estadi  (Palma de Mallorca),Iglesias Villanueva,Aguirre,Sampaoli,0,1,"25705,301806,24644,20741,401446,29575,20889,23373,13763,23558,301113","70347,100293,20066,8533,5533,23151,82249,23528,13279,24649,95720","101861,404684,1251,78077,25763,29165,27076,19973,300520,8548,97738","27655,29160,20092,97612,19975,78946,91024,301804,26241,29773,23132,20128",0,0.0,78077,1.0,2.0,"13763,100293",3.0,"404684,29165,97738",0.0,0,0.0,0,3.15,2.95,2.54
30945,2022-10-15,Round 9,First Division,Valencia,Elche,2-2,2,2,Estadio de Mestalla  (Valencia),Pulido Santana,Gattuso,Almirón,2,2,"12935,22681,13277,15211,301280,23912,26778,23702,25825,78945,97175","26925,302283,26746,24700,43144,100145,23542,13178,15258,24581,29636","300473,29916,301062,18171,301796,25422,19003,402377,101267,301250,23370","8650,402078,27077,46978,25227,97478,23015,110148,300529,20249,13295","97175,97175",2.0,"301250,301250",2.0,3.0,"12935,13277,26778",6.0,"300473,29916,402377,301250,23370,46978",0.0,0,0.0,0,1.43,4.63,7.21
30947,2022-10-15,Round 9,First Division,Girona,Cádiz,1-1,1,1,Estadi Municipal de Montilivi  (Girona),De Burgos Bengoetxea,Míchel,Sergio,1,1,"101023,15099,24523,6287,304051,24664,22846,302245,300056,23741,1010860","12663,20948,21033,24250,9371,200119,19835,95715,20955,300554,15143,26769","28767,401449,23943,200433,23739,102234,22082,301125,8567,7569,4027","201044,46767,6288,400345,8750,12944,12511,401528,20004,29214,301762,23598",12663,1.0,8567,1.0,5.0,"15099,24523,302245,1010860,12663",4.0,"23739,102234,301125,7569",0.0,0,0.0,0,2.2776470588235296,3.774585253456221,6.852499999999999
30941,2022-10-16,Round 9,First Division,Celta de Vigo,Real Sociedad,1-2,1,2,Abanca-Balaídos  (Vigo),Cuadra Fernández,Coudet,Imanol,1,2,"25572,12600,25612,22336,20173,26424,20079,25297,29002,6326,28810","20977,70504,23230,102347,78168,20482,45101,43007,100426,12214","201983,22358,22240,22404,22578,22483,21041,12582,537,26515,28332","202438,301310,26732,19027,22759,22314,15074,43069,402482,22429,206629,23755",6326,1.0,"12582,22240",2.0,5.0,"25572,12600,28810,20977,23230",7.0,"22240,22404,22483,12582,537,26732,22759",1.0,70504,0.0,0,2.44,3.11,3.14
